# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err BA BA_err MA MA_err Covariance_div JCMT_Offset_x JCMT_offset_y XCorr_offset_x XCorr_Offset_x_err XCorr_offset_y XCorr_Offset_y_err BD BD_err MD MD_err
1 OMC23_20151226_00036_850 2457382.8616204 62.0 0.109 0.01162 0.0 0.0 1.0215580205421393 0.011038462943458014 71728.73508721312 453.72461225801754 -761.8612929624944 29.960080070305033 inf 0.0 0.0 0.0 0.99420563352408 0.0 1.2850141186698067 1.000000000028682 inf -2.1811441541785825e-12 inf
2 OMC23_20160116_00019_850 2457403.7694792002 56.0 0.057 0.009248 0.47724017368344057 -2.37968348386719 1.0057105376499758 0.010068892134468233 76522.90698115947 423.2578617873962 -763.5210430142829 27.948317133790912 -2.5272767926344743e-07 -1.0 -4.0 -1.0200090881673702 0.43322224857005837 -3.3455323524515848 0.6784743109839403 1.0658642764093484 0.002099485697696996 0.0009358685520943766 0.00013863201212188094
3 OMC23_20160206_00012_850 2457424.6887153015 47.0 0.041 0.01156 1.0974368732480215 -3.8150819696126472 1.0077195789013884 0.006409009339564273 73654.72718439497 442.25288204366285 -764.0463693804261 29.20258514398129 -1.5385629112419956e-07 -3.0 -7.0 -2.947848124797275 0.39599727681597685 -6.510876675864097 0.6042238659890822 1.0264491111757985 0.0016381135045331469 0.0003516113676919064 0.0001081670182157701
4 OMC23_20160229_00011_850 2457447.669282399 59.0 0.043 0.01236 -0.551694907530692 -1.0194051030144877 0.9114885608337652 0.008765934741099242 81942.81360289025 499.7184817248461 -749.2467090952043 32.99712043799466 -4.721406618411577e-08 -1.0 -4.0 -1.0242839568414013 0.36384511918098206 -3.417119464333524 0.543046131089352 1.1397175905098484 0.0009074489324063435 0.0022936412032580475 5.992014220310281e-05
5 OMC23_20160325_00015_850 2457472.735949099 51.0 0.056 0.01094 4.615651125661402 -4.81958625182221 0.9596143497139786 0.007784448383769177 67246.3206506652 353.78202272823125 -793.4200057632943 23.36072911929052 -6.657392752318378e-07 -2.0 9.0 -2.023490122758517 0.6166037353263413 7.888400147287996 0.8867783975798913 0.9389482783903685 0.0034075213683487826 -0.0014487018219628833 0.00022500347072394017
6 OMC23_20160422_00011_850 2457500.7114120014 35.0 0.05 0.01136 3.101173376836198 -4.68538926891084 0.9575790080383347 0.00651652163446756 71368.66433994581 378.34936001799235 -805.9846491734755 24.982944915406748 -1.2370897439493853e-07 -7.0 7.0 -7.001574010892796 0.4819352088387302 6.153898670925145 0.690698292844235 0.9959289247751104 0.0014688826981393984 -0.0008822767745562121 9.699240398580956e-05
7 OMC23_20160826_00020_850 2457627.149050899 52.0 0.106 0.01442 1.044320862792239 -3.7784555289887582 1.0099971463934483 0.012336424766100298 68889.65631261964 426.34502608616185 -773.453631413927 28.152167149022567 -9.804522239610432e-08 0.0 -5.0 -0.10726746231105722 0.4635939201825177 -4.644846069266407 0.6825483673155504 0.9612653922895333 0.0013076746761558487 -0.0007797919536691733 8.634761222266183e-05
8 OMC23_20161126_00052_850 2457718.9526851997 63.0 0.062 0.008352 0.4525208988064875 -0.4908831733329374 1.1100753344746055 0.008608570397056642 73615.04625543996 477.2138155128817 -782.2940570797094 31.51110534386189 -5.9125070631861405e-09 1.0 1.0 1.0721996362307777 0.47721028806212007 1.0366319479372237 0.6792999259330146 1.0262780612944415 0.00032112257494846077 -7.42393089958604e-06 2.1204304169536864e-05
9 OMC23_20170206_00021_850 2457790.731446799 60.0 0.115 0.01159 -0.47525025267452026 -2.807297831781333 1.0162574634523651 0.005906064644995517 71429.00392229467 401.7857347293815 -762.8161510519576 26.530482575761635 -7.34649054549201e-08 0.0 -2.0 -0.03187926858626611 0.4220118362242795 -1.8332171834085216 0.6130195949991054 0.9959001511726661 0.0011319482279343468 -6.699378144325863e-05 7.474406711342257e-05
10 OMC23_20170318_00012_850 2457830.6846528016 64.0 0.102 0.0115 3.158122988996289 -2.6219241336988204 0.9542825264973365 0.004370162969735039 72870.92946946266 423.01612495321 -781.1347585131156 27.93235531174676 -6.911085451041369e-08 -10.0 5.0 -10.18176950139653 0.5626094025182069 4.520686719251273 0.8491196128136961 1.0160418196350718 0.0010978916334502648 -0.00012374472752219035 7.249538061683632e-05
